MH,Data
STD,185.841
STD,187.309
STD,192.951
STD,101.171
STD,97.115
STD,99.846
STD,99.136
STD,100.515
STD,100.047
STD,97.573
STD,98.258
STD,96.504
STD,101.225
STD,100.083
STD,99.252
STD,100.333
STD,99.384
STD,97.935
STD,98.713
STD,97.07
STD,100.454
STD,100.626
STD,98.263
STD,99.562
STD,99.451
STD,97.441
STD,98.891
STD,97.494
STD,99.101
STD,98.706
STD,98.564
STD_LOG,190.008
STD_LOG,191.457
STD_LOG,196.4
STD_LOG,98.65
STD_LOG,98.575
STD_LOG,97.184
STD_LOG,97.6
STD_LOG,96.286
STD_LOG,98.863
STD_LOG,97.905
STD_LOG,97.904
STD_LOG,98.337
STD_LOG,98.484
STD_LOG,96.364
STD_LOG,97.443
STD_LOG,95.93
STD_LOG,98.584
STD_LOG,98.188
STD_LOG,98.338
STD_LOG,98.626
STD_LOG,97.944
STD_LOG,96.894
STD_LOG,96.285
STD_LOG,98.303
STD_LOG,99.378
STD_LOG,99.167
STD_LOG,97.621
STD_LOG,98.869
STD_LOG,99.339
STD_LOG,97.239
STD_LOG,95.929
STD_PIECE,200.12
STD_PIECE,195.598
STD_PIECE,192.799
STD_PIECE,98.228
STD_PIECE,98.82
STD_PIECE,98.438
STD_PIECE,98.079
STD_PIECE,98.621
STD_PIECE,98.546
STD_PIECE,96.859
STD_PIECE,95.999
STD_PIECE,97.914
STD_PIECE,99.889
STD_PIECE,98.978
STD_PIECE,97.809
STD_PIECE,98.584
STD_PIECE,98.594
STD_PIECE,97.783
STD_PIECE,96.433
STD_PIECE,98.136
STD_PIECE,100.446
STD_PIECE,99.209
STD_PIECE,98.824
STD_PIECE,99.51
STD_PIECE,98.285
STD_PIECE,97.366
STD_PIECE,96.075
STD_PIECE,98.758
STD_PIECE,99.994
STD_PIECE,99.895
STD_PIECE,98.599
STD_SINE,187.522
STD_SINE,191.14
STD_SINE,191.887
STD_SINE,100.26
STD_SINE,100.585
STD_SINE,99.191
STD_SINE,97.377
STD_SINE,98.832
STD_SINE,100.531
STD_SINE,99.647
STD_SINE,99.72
STD_SINE,100.432
STD_SINE,99.884
STD_SINE,98.239
STD_SINE,97.175
STD_SINE,99.849
STD_SINE,101.648
STD_SINE,100.183
STD_SINE,100.648
STD_SINE,99.406
