MH,Data
STD,47.025
STD,47.095
STD,47.349
STD,25.073
STD,25.096
STD,24.844
STD,24.721
STD,24.865
STD,24.979
STD,24.878
STD,25.149
STD,25.16
STD,24.945
STD,24.846
STD,25.121
STD,25.141
STD,25.126
STD,24.883
STD,24.964
STD,24.741
STD,24.638
STD,24.826
STD,24.69
STD,24.956
STD,24.942
STD,25.007
STD,24.908
STD,24.859
STD,24.913
STD,24.976
STD,25.022
STD_LOG,48.967
STD_LOG,46.754
STD_LOG,46.985
STD_LOG,24.737
STD_LOG,24.667
STD_LOG,24.758
STD_LOG,24.452
STD_LOG,24.652
STD_LOG,24.62
STD_LOG,25.054
STD_LOG,24.748
STD_LOG,24.593
STD_LOG,24.71
STD_LOG,24.563
STD_LOG,24.455
STD_LOG,24.571
STD_LOG,24.787
STD_LOG,24.717
STD_LOG,24.619
STD_LOG,24.632
STD_LOG,24.61
STD_LOG,24.678
STD_LOG,24.741
STD_LOG,25.109
STD_LOG,25.033
STD_LOG,24.769
STD_LOG,24.733
STD_LOG,24.601
STD_LOG,24.653
STD_LOG,24.582
STD_LOG,24.767
STD_PIECE,47.952
STD_PIECE,47.345
STD_PIECE,48.793
STD_PIECE,24.8
STD_PIECE,24.71
STD_PIECE,24.838
STD_PIECE,24.463
STD_PIECE,24.537
STD_PIECE,24.817
STD_PIECE,24.922
STD_PIECE,24.954
STD_PIECE,24.749
STD_PIECE,24.759
STD_PIECE,24.575
STD_PIECE,24.76
STD_PIECE,24.833
STD_PIECE,25.015
STD_PIECE,24.893
STD_PIECE,24.693
STD_PIECE,24.825
STD_PIECE,24.625
STD_PIECE,24.918
STD_PIECE,24.647
STD_PIECE,25.054
STD_PIECE,24.845
STD_PIECE,24.722
STD_PIECE,24.804
STD_PIECE,24.755
STD_PIECE,24.779
STD_PIECE,24.729
STD_PIECE,24.964
STD_SINE,48.114
STD_SINE,48.691
STD_SINE,48.771
STD_SINE,25.307
STD_SINE,25.216
STD_SINE,25.168
STD_SINE,24.959
STD_SINE,25.043
STD_SINE,24.981
STD_SINE,25.399
STD_SINE,25.239
STD_SINE,25.081
STD_SINE,24.986
STD_SINE,24.883
STD_SINE,24.884
STD_SINE,24.812
STD_SINE,25.232
STD_SINE,25.306
STD_SINE,25.049
STD_SINE,25.361
STD_SINE,24.942
STD_SINE,24.877
STD_SINE,24.961
STD_SINE,25.221
STD_SINE,25.118
STD_SINE,24.972
STD_SINE,25.308
STD_SINE,24.745
STD_SINE,24.967
STD_SINE,24.965
STD_SINE,25.268
STD_SINGER,47.579
STD_SINGER,47.314
STD_SINGER,47.378
STD_SINGER,23.666
STD_SINGER,23.78
STD_SINGER,23.468
STD_SINGER,23.363
STD_SINGER,23.481
STD_SINGER,23.651
STD_SINGER,23.783
STD_SINGER,23.747
STD_SINGER,23.644
STD_SINGER,23.756
STD_SINGER,23.459
STD_SINGER,23.327
STD_SINGER,23.606
STD_SINGER,23.789
STD_SINGER,23.722
STD_SINGER,23.51
STD_SINGER,23.389
STD_SINGER,23.181
STD_SINGER,23.347
STD_SINGER,23.444
STD_SINGER,23.708
STD_SINGER,23.561
STD_SINGER,23.525
STD_SINGER,23.542
STD_SINGER,23.282
STD_SINGER,23.485
STD_SINGER,23.196
