MH,Data
STD,7105.0
STD,7116.0
STD,7017.0
STD,7017.0
STD,7017.0
STD,7017.0
STD,7017.0
STD,7108.0
STD,7112.0
STD,7110.0
STD,7017.0
STD,7114.0
STD,7113.0
STD,7116.0
STD,7114.0
STD,7116.0
STD,7115.0
STD,7116.0
STD,7017.0
STD,7116.0
STD,7116.0
STD,7017.0
STD,7017.0
STD,7115.0
STD,7017.0
STD,7017.0
STD,7017.0
STD,7113.0
STD,7017.0
STD,7017.0
STD,7115.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7011.0
STD_LOG,7016.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_LOG,7016.0
STD_LOG,7016.0
STD_LOG,7017.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7110.0
STD_PIECE,7110.0
STD_PIECE,7114.0
STD_PIECE,7017.0
STD_PIECE,7103.0
STD_PIECE,7114.0
STD_PIECE,7116.0
STD_PIECE,7017.0
STD_PIECE,7106.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7114.0
STD_PIECE,7017.0
STD_PIECE,7112.0
STD_PIECE,7109.0
STD_PIECE,7017.0
STD_PIECE,7099.0
STD_PIECE,7017.0
STD_PIECE,7103.0
STD_PIECE,7115.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_PIECE,7114.0
STD_PIECE,7017.0
STD_PIECE,7017.0
STD_SINE,7017.0
STD_SINE,7016.0
STD_SINE,7017.0
STD_SINE,7109.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7098.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
STD_SINE,7017.0
