MH,Data
STD,27.372
STD,22.545
STD,21.737
STD,10.208
STD,10.183
STD,10.257
STD,10.193
STD,10.266
STD,10.19
STD,10.23
STD,10.273
STD,10.291
STD,10.333
STD,10.159
STD,10.226
STD,10.262
STD,10.285
STD,10.341
STD,10.382
STD,10.223
STD,10.328
STD,10.312
STD,10.336
STD,10.285
STD,10.459
STD,10.167
STD,10.252
STD,10.334
STD,10.255
STD,10.329
STD,10.356
STD_LOG,25.942
STD_LOG,21.598
STD_LOG,21.438
STD_LOG,10.14
STD_LOG,10.216
STD_LOG,10.268
STD_LOG,10.289
STD_LOG,10.408
STD_LOG,10.33
STD_LOG,10.27
STD_LOG,10.305
STD_LOG,10.409
STD_LOG,10.26
STD_LOG,10.396
STD_LOG,10.254
STD_LOG,10.392
STD_LOG,10.3
STD_LOG,10.345
STD_LOG,10.323
STD_LOG,10.449
STD_LOG,10.26
STD_LOG,10.368
STD_LOG,10.273
STD_LOG,10.345
STD_LOG,10.292
STD_LOG,10.431
STD_LOG,10.291
STD_LOG,10.351
STD_LOG,10.242
STD_LOG,10.307
STD_LOG,10.334
STD_PIECE,24.639
STD_PIECE,21.533
STD_PIECE,22.059
STD_PIECE,10.431
STD_PIECE,10.249
STD_PIECE,10.356
STD_PIECE,10.33
STD_PIECE,10.339
STD_PIECE,10.274
STD_PIECE,10.386
STD_PIECE,10.32
STD_PIECE,10.387
STD_PIECE,10.232
STD_PIECE,10.369
STD_PIECE,10.296
STD_PIECE,10.447
STD_PIECE,10.255
STD_PIECE,10.37
STD_PIECE,10.314
STD_PIECE,10.358
STD_PIECE,10.329
STD_PIECE,10.313
STD_PIECE,10.479
STD_PIECE,10.394
STD_PIECE,10.311
STD_PIECE,10.366
STD_PIECE,10.346
STD_PIECE,10.358
STD_PIECE,10.473
STD_PIECE,10.413
STD_PIECE,10.326
STD_SINE,24.375
STD_SINE,21.638
STD_SINE,21.924
STD_SINE,10.488
STD_SINE,10.437
STD_SINE,10.402
STD_SINE,10.563
STD_SINE,10.419
STD_SINE,10.573
STD_SINE,10.473
STD_SINE,10.445
STD_SINE,10.383
STD_SINE,10.534
STD_SINE,10.458
STD_SINE,10.435
STD_SINE,10.275
STD_SINE,10.305
STD_SINE,10.423
STD_SINE,10.328
STD_SINE,10.313
STD_SINE,10.267
STD_SINE,10.229
STD_SINE,10.412
STD_SINE,10.349
STD_SINE,10.32
STD_SINE,10.264
STD_SINE,10.251
STD_SINE,10.388
STD_SINE,10.364
STD_SINE,10.348
STD_SINE,10.322
STD_SINGER,21.22
STD_SINGER,20.15
STD_SINGER,21.026
STD_SINGER,9.675
STD_SINGER,9.832
STD_SINGER,9.812
STD_SINGER,9.753
STD_SINGER,9.732
STD_SINGER,9.662
STD_SINGER,9.794
STD_SINGER,9.786
STD_SINGER,9.749
STD_SINGER,9.703
STD_SINGER,9.71
STD_SINGER,9.816
STD_SINGER,9.746
STD_SINGER,9.778
STD_SINGER,9.697
STD_SINGER,9.712
STD_SINGER,9.815
STD_SINGER,9.792
STD_SINGER,9.749
STD_SINGER,9.644
STD_SINGER,9.711
STD_SINGER,9.806
STD_SINGER,9.778
STD_SINGER,9.749
STD_SINGER,9.683
STD_SINGER,9.659
STD_SINGER,9.793
STD_SINGER,9.75
STD_SINU,19.654
STD_SINU,19.193
STD_SINU,19.024
STD_SINU,9.187
STD_SINU,9.264
STD_SINU,9.157
STD_SINU,9.263
STD_SINU,9.319
STD_SINU,9.262
STD_SINU,9.188
STD_SINU,9.159
STD_SINU,9.221
STD_SINU,9.223
STD_SINU,9.241
STD_SINU,9.137
STD_SINU,9.142
STD_SINU,9.255
STD_SINU,9.256
STD_SINU,9.215
STD_SINU,9.177
STD_SINU,9.121
STD_SINU,9.285
STD_SINU,9.283
STD_SINU,9.235
STD_SINU,9.186
STD_SINU,9.21
STD_SINU,9.25
STD_SINU,9.289
STD_SINU,9.213
STD_SINU,9.206
STD_SINU,9.199
STD_TENT,21.933
STD_TENT,20.986
STD_TENT,22.089
STD_TENT,10.35
STD_TENT,10.205
STD_TENT,10.215
STD_TENT,10.336
STD_TENT,10.35
STD_TENT,10.241
STD_TENT,10.237
STD_TENT,10.308
STD_TENT,10.296
STD_TENT,10.259
STD_TENT,10.208
STD_TENT,10.352
STD_TENT,10.255
STD_TENT,10.217
STD_TENT,10.233
STD_TENT,10.293
STD_TENT,10.269
STD_TENT,10.241
STD_TENT,10.225
STD_TENT,10.331
STD_TENT,10.264
STD_TENT,10.244
STD_TENT,10.276
STD_TENT,10.315
STD_TENT,10.27
STD_TENT,10.272
STD_TENT,10.235
STD_TENT,10.337
STD_CIRCLE,22.829
STD_CIRCLE,21.901
STD_CIRCLE,22.033
STD_CIRCLE,10.537
STD_CIRCLE,10.578
STD_CIRCLE,10.485
STD_CIRCLE,10.576
STD_CIRCLE,10.594
STD_CIRCLE,10.539
STD_CIRCLE,10.528
STD_CIRCLE,10.636
STD_CIRCLE,10.546
STD_CIRCLE,10.543
STD_CIRCLE,10.578
STD_CIRCLE,10.615
STD_CIRCLE,10.64
STD_CIRCLE,10.532
STD_CIRCLE,10.51
STD_CIRCLE,10.555
STD_CIRCLE,10.538
STD_CIRCLE,10.462
STD_CIRCLE,10.515
STD_CIRCLE,10.592
STD_CIRCLE,10.581
STD_CIRCLE,10.572
STD_CIRCLE,10.493
STD_CIRCLE,10.596
STD_CIRCLE,10.56
STD_CIRCLE,10.576
STD_CIRCLE,10.544
STD_CIRCLE,10.601
COM,23.416
COM,21.403
COM,22.422
COM,10.568
COM,10.43
COM,10.417
COM,10.512
COM,10.518
COM,10.477
COM,10.443
COM,10.542
COM,10.505
COM,10.472
COM,10.409
COM,10.59
COM,10.519
COM,10.446
COM,10.442
COM,10.503
COM,10.475
COM,10.457
COM,10.422
COM,10.521
COM,10.477
COM,10.484
COM,10.422
COM,10.556
COM,10.507
COM,10.52
COM,10.461
COM,10.556
COM_LOG,23.562
COM_LOG,21.395
COM_LOG,21.539
COM_LOG,10.527
COM_LOG,10.442
COM_LOG,10.334
COM_LOG,10.462
COM_LOG,10.482
COM_LOG,10.353
COM_LOG,10.384
COM_LOG,10.459
COM_LOG,10.479
COM_LOG,10.44
COM_LOG,10.41
COM_LOG,10.454
COM_LOG,10.45
COM_LOG,10.384
COM_LOG,10.401
COM_LOG,10.471
COM_LOG,10.482
COM_LOG,10.43
COM_LOG,10.412
COM_LOG,10.487
COM_LOG,10.456
COM_LOG,10.428
COM_LOG,10.356
COM_LOG,10.502
COM_LOG,10.443
COM_LOG,10.481
COM_LOG,10.417
COM_LOG,10.51
COM_PIECE,23.782
COM_PIECE,21.553
COM_PIECE,22.938
COM_PIECE,10.462
COM_PIECE,10.409
COM_PIECE,10.369
COM_PIECE,10.43
COM_PIECE,10.449
COM_PIECE,10.439
COM_PIECE,10.415
COM_PIECE,10.464
COM_PIECE,10.478
COM_PIECE,10.404
COM_PIECE,10.427
COM_PIECE,10.457
COM_PIECE,10.462
COM_PIECE,10.405
COM_PIECE,10.423
COM_PIECE,10.446
COM_PIECE,10.534
COM_PIECE,10.437
COM_PIECE,10.401
COM_PIECE,10.477
COM_PIECE,10.497
COM_PIECE,10.453
COM_PIECE,10.415
COM_PIECE,10.487
COM_PIECE,10.468
COM_PIECE,10.459
COM_PIECE,10.415
COM_PIECE,10.478
COM_SINE,24.07
COM_SINE,21.563
COM_SINE,22.022
COM_SINE,10.609
COM_SINE,10.509
COM_SINE,10.514
COM_SINE,10.601
COM_SINE,10.639
COM_SINE,10.554
COM_SINE,10.528
COM_SINE,10.588
COM_SINE,10.56
COM_SINE,10.571
COM_SINE,10.605
COM_SINE,10.621
COM_SINE,10.6
COM_SINE,10.553
COM_SINE,10.521
COM_SINE,10.579
COM_SINE,10.592
COM_SINE,10.564
COM_SINE,10.523
COM_SINE,10.628
COM_SINE,10.585
COM_SINE,10.619
COM_SINE,10.573
COM_SINE,10.647
COM_SINE,10.61
COM_SINE,10.558
COM_SINE,10.533
COM_SINE,10.585
COM_SINGER,28.327
COM_SINGER,20.535
COM_SINGER,21.804
COM_SINGER,10.043
COM_SINGER,9.923
COM_SINGER,10.0
COM_SINGER,10.069
COM_SINGER,10.06
COM_SINGER,10.017
COM_SINGER,9.995
COM_SINGER,10.046
COM_SINGER,10.019
COM_SINGER,10.026
COM_SINGER,9.953
COM_SINGER,10.072
COM_SINGER,10.12
COM_SINGER,9.996
COM_SINGER,10.006
COM_SINGER,9.988
COM_SINGER,10.026
COM_SINGER,9.962
COM_SINGER,9.995
COM_SINGER,10.013
