MH,Data
STD,53.717
STD,54.015
STD,53.744
STD,25.869
STD,25.235
STD,25.348
STD,25.441
STD,25.785
STD,25.255
STD,25.541
STD,25.657
STD,25.783
STD,25.251
STD,25.444
STD,25.654
STD,25.788
STD,25.266
STD,25.425
STD,25.485
STD,25.835
STD,25.362
STD,25.435
STD,25.478
STD,25.133
STD,25.845
STD,25.357
STD,25.521
STD,25.262
STD,25.733
STD,25.442
STD,25.396
STD_LOG,53.833
STD_LOG,53.201
STD_LOG,54.361
STD_LOG,25.071
STD_LOG,25.416
STD_LOG,25.232
STD_LOG,25.501
STD_LOG,25.105
STD_LOG,25.432
STD_LOG,25.302
STD_LOG,25.41
STD_LOG,25.059
STD_LOG,25.411
STD_LOG,25.276
STD_LOG,25.37
STD_LOG,25.057
STD_LOG,25.393
STD_LOG,25.284
STD_LOG,25.31
STD_LOG,25.129
STD_LOG,25.476
STD_LOG,25.236
STD_LOG,25.475
STD_LOG,25.022
STD_LOG,25.51
STD_LOG,25.262
STD_LOG,25.399
STD_LOG,25.081
STD_LOG,25.454
STD_LOG,25.177
STD_LOG,25.475
STD_PIECE,53.878
STD_PIECE,54.57
STD_PIECE,53.899
STD_PIECE,25.171
STD_PIECE,25.523
STD_PIECE,25.265
STD_PIECE,25.526
STD_PIECE,25.196
STD_PIECE,25.457
STD_PIECE,25.415
STD_PIECE,25.628
STD_PIECE,25.25
STD_PIECE,25.486
STD_PIECE,25.476
STD_PIECE,25.584
STD_PIECE,25.099
STD_PIECE,25.488
STD_PIECE,25.383
STD_PIECE,25.745
STD_PIECE,25.243
STD_PIECE,25.482
STD_PIECE,25.413
STD_PIECE,25.425
STD_PIECE,25.173
STD_PIECE,25.446
STD_PIECE,25.411
STD_PIECE,25.581
STD_PIECE,25.24
STD_PIECE,25.499
STD_PIECE,25.325
STD_PIECE,25.523
STD_SINE,55.554
STD_SINE,54.815
STD_SINE,55.175
STD_SINE,25.497
STD_SINE,25.774
STD_SINE,25.69
STD_SINE,25.752
STD_SINE,25.525
STD_SINE,25.844
STD_SINE,25.714
STD_SINE,25.842
STD_SINE,25.409
STD_SINE,25.876
STD_SINE,25.745
STD_SINE,25.917
STD_SINE,25.525
STD_SINE,25.844
STD_SINE,25.727
STD_SINE,25.848
STD_SINE,25.423
STD_SINE,25.821
STD_SINE,25.825
STD_SINE,25.897
STD_SINE,25.49
STD_SINE,25.672
STD_SINE,25.787
STD_SINE,25.906
STD_SINE,25.498
STD_SINE,25.621
STD_SINE,25.814
STD_SINE,25.828
STD_SINGER,52.01
STD_SINGER,52.685
STD_SINGER,52.021
STD_SINGER,24.017
